city,timestamp,temperature,season
New York,2010-01-01,1.4018809555343381,winter
New York,2010-01-02,8.308716280283816,winter
New York,2010-01-03,-3.58931081781885,winter
New York,2010-01-04,-8.51535144503368,winter
New York,2010-01-05,-3.938079681165223,winter
New York,2010-01-06,8.04828969674934,winter
New York,2010-01-07,2.233142348798575,winter
New York,2010-01-08,2.1004658005151473,winter
New York,2010-01-09,-1.3015537096682017,winter
New York,2010-01-10,5.084083673632563,winter
New York,2010-01-11,-1.3294165546441676,winter
New York,2010-01-12,2.8343057630705704,winter
New York,2010-01-13,-4.133311404949974,winter
New York,2010-01-14,3.2950356314580893,winter
New York,2010-01-15,10.701980126326605,winter
New York,2010-01-16,-9.604061767405272,winter
New York,2010-01-17,3.438962348966821,winter
New York,2010-01-18,3.897792917344121,winter
New York,2010-01-19,4.671856562528464,winter
New York,2010-01-20,-13.900066899988563,winter
New York,2010-01-21,-12.160840071972295,winter
New York,2010-01-22,8.610635254720464,winter
New York,2010-01-23,2.0370260215046803,winter
New York,2010-01-24,-0.9005313155295751,winter
New York,2010-01-25,-5.558381302151174,winter
New York,2010-01-26,-2.2500774872776157,winter
New York,2010-01-27,0.13472919006020745,winter
New York,2010-01-28,5.753508071950924,winter
New York,2010-01-29,1.385097713199478,winter
New York,2010-01-30,4.64985654128903,winter
New York,2010-01-31,9.411488537892891,winter
New York,2010-02-01,2.8956376183054426,winter
New York,2010-02-02,5.155939964110551,winter
New York,2010-02-03,-4.073986064085798,winter
New York,2010-02-04,1.109774686777739,winter
New York,2010-02-05,-4.65784460624295,winter
New York,2010-02-06,-2.589782996941248,winter
New York,2010-02-07,-1.7137216822900103,winter
New York,2010-02-08,2.6996527733362177,winter
New York,2010-02-09,-2.1714321716870204,winter
New York,2010-02-10,-4.372933916159781,winter
New York,2010-02-11,3.1912153560295096,winter
New York,2010-02-12,-7.7690933373197355,winter
New York,2010-02-13,1.9479221888816034,winter
New York,2010-02-14,0.024017510933345462,winter
New York,2010-02-15,-6.27373017973288,winter
New York,2010-02-16,0.5422899950397893,winter
New York,2010-02-17,-5.975323746168088,winter
New York,2010-02-18,-6.564984297823163,winter
New York,2010-02-19,-12.288829177749616,winter
New York,2010-02-20,5.226090842562784,winter
New York,2010-02-21,0.9744261644361867,winter
New York,2010-02-22,1.0070410961430805,winter
New York,2010-02-23,5.497704133773143,winter
New York,2010-02-24,3.538796244311463,winter
New York,2010-02-25,5.0726470083858235,winter
New York,2010-02-26,-1.116724928427825,winter
New York,2010-02-27,3.8782482191364247,winter
New York,2010-02-28,-3.5293071986045836,winter
New York,2010-03-01,15.064072535658092,spring
New York,2010-03-02,9.814257925515605,spring
New York,2010-03-03,5.270226307928224,spring
New York,2010-03-04,15.772522084998752,spring
New York,2010-03-05,14.541623062664202,spring
New York,2010-03-06,10.393642105404343,spring
New York,2010-03-07,16.76275645565379,spring
New York,2010-03-08,17.968377599460354,spring
New York,2010-03-09,1.3044262706910246,spring
New York,2010-03-10,19.277978253376745,spring
New York,2010-03-11,14.141800781353815,spring
New York,2010-03-12,7.957727011137457,spring
New York,2010-03-13,5.405171877840387,spring
New York,2010-03-14,13.99206630754624,spring
New York,2010-03-15,8.048333961327174,spring
New York,2010-03-16,19.574080309939575,spring
New York,2010-03-17,18.198145778540557,spring
New York,2010-03-18,14.305629239764798,spring
New York,2010-03-19,14.594953810709253,spring
New York,2010-03-20,6.400296798168841,spring
New York,2010-03-21,6.495736838715462,spring
New York,2010-03-22,3.640608195898243,spring
New York,2010-03-23,7.204806600590784,spring
New York,2010-03-24,11.338302221848693,spring
New York,2010-03-25,10.915836182974289,spring
New York,2010-03-26,8.630515399670267,spring
New York,2010-03-27,8.408908019105969,spring
New York,2010-03-28,13.14992700254124,spring
New York,2010-03-29,15.10714344295002,spring
New York,2010-03-30,16.065068607224156,spring
New York,2010-03-31,17.910616519995944,spring
New York,2010-04-01,8.635366648520542,spring
New York,2010-04-02,8.570405582658402,spring
New York,2010-04-03,9.19603664740276,spring
New York,2010-04-04,15.703679680292218,spring
New York,2010-04-05,12.041304374638317,spring
New York,2010-04-06,6.118169921618825,spring
New York,2010-04-07,11.423187761696662,spring
New York,2010-04-08,13.70729270531178,spring
New York,2010-04-09,9.773630354689423,spring
New York,2010-04-10,17.77025114063264,spring
New York,2010-04-11,15.987555180086153,spring
New York,2010-04-12,7.836918135282403,spring
New York,2010-04-13,10.478011073600113,spring
New York,2010-04-14,17.188792511542363,spring
New York,2010-04-15,7.635331949186208,spring
